SourceFile,DATE,TIME,REGION,PROVINCE,MUNICIPALITY,BRGYS,AFFECTED_FAM,AFFECTED_PERSONS,ECS_CUM,ECS_NOW,IDP_EC_FAM_CUM,IDP_EC_FAM_NOW,IDP_IN_EC_PERS_CUM,IDP_IN_EC_PERS_NOW,IDP_OUT_EC_FAM_CUM,IDP_OUT_EC_FAM_NOW,IDP_OUT_EC_PERS_CUM,IDP_OUT_EC_PERS_NOW,TOT_IDP_FAM_CUM,TOT_IDP_FAM_NOW,TOT_IDP_PERS_CUM,TOT_IDP_PERS_NOW,TOT_HOUSE_DAMAGED,HOUSE_TOTALLY_DAMAGED,HOUSE_PARTIALLY_DAMAGED,LATEST_INFO,CONCATENATE,REGION STD,PROVINCE STD,MUNICIPALITY STD,PCODE3,MapProvinceName
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Calubian,53,3918,18414.6,5,5,141,141,880,880,2142,2142,11448,11448,2283,2283,12328,12328,4730,2283,2447,TRUE,VIIIA. LEYTE1Calubian,REGION VIII (EASTERN VISAYAS),LEYTE,CALUBIAN,083713000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Capoocan,21,3947,18550.9,1,1,300,104,1410,489,3216,3112,17576,17087,3516,3216,18986,17576,5738,3516,2222,TRUE,VIIIA. LEYTE1Capoocan,REGION VIII (EASTERN VISAYAS),LEYTE,CAPOOCAN,083714000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Carigara,49,6277,29501.9,2,0,79,0,371,0,5526,5526,29896,29896,5605,5526,30267,29896,10710,4547,6163,TRUE,VIIIA. LEYTE1Carigara,REGION VIII (EASTERN VISAYAS),LEYTE,CARIGARA,083715000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Dagami,60,4166,19580.2,1,0,200,0,940,0,6572,6572,35629,35629,6772,6572,36569,35629,6772,6772,0,TRUE,VIIIA. LEYTE1Dagami,REGION VIII (EASTERN VISAYAS),LEYTE,DAGAMI,083717000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Dulag,45,5524,25962.8,5,0,5524,0,25963,0,2580,2580,17799,17799,8104,2580,43762,17799,8884,8104,780,TRUE,VIIIA. LEYTE1Dulag,REGION VIII (EASTERN VISAYAS),LEYTE,DULAG,083718000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Hilongos,51,7514,35315.8,13,0,727,0,3417,0,6787,6787,31899,31899,7514,6787,35316,31899,12086,7514,4572,TRUE,VIIIA. LEYTE1Hilongos,REGION VIII (EASTERN VISAYAS),LEYTE,HILONGOS,083719000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Hindang,20,2669,12544.3,,,,,,,2669,2669,12544,12544,2669,2669,12544,12544,4293,2669,1624,TRUE,VIIIA. LEYTE1Hindang,REGION VIII (EASTERN VISAYAS),LEYTE,HINDANG,083720000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Inopacan,20,2633,12375.1,,,,,,,2633,2633,12375,12375,2633,2633,12375,12375,4235,2633,1602,TRUE,VIIIA. LEYTE1Inopacan,REGION VIII (EASTERN VISAYAS),LEYTE,INOPACAN,083721000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Isabel,25,5767,27104.9,,,,,,,5767,5767,31142,31142,5767,5767,31142,31142,9275,5767,3508,TRUE,VIIIA. LEYTE1Isabel,REGION VIII (EASTERN VISAYAS),LEYTE,ISABEL,083722000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Jaro,46,5236,24609.2,2,1,142,30,713,141,6878,6848,37195,37774,7020,6878,37908,37915,7392,7020,372,TRUE,VIIIA. LEYTE1Jaro,REGION VIII (EASTERN VISAYAS),LEYTE,JARO,083723000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Javier (Bugho),28,3159,14847.3,5,0,215,0,1058,0,2944,2944,16001,16001,3159,2944,17059,16001,5080,3159,1921,TRUE,VIIIA. LEYTE1Javier (Bugho),REGION VIII (EASTERN VISAYAS),LEYTE,JAVIER (BUGHO),083724000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Julita,26,1760,8272,31,0,114,0,536,0,2693,2693,14622,14622,2807,2693,15158,14622,3130,2807,323,TRUE,VIIIA. LEYTE1Julita,REGION VIII (EASTERN VISAYAS),LEYTE,JULITA,083725000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Kananga,23,6353,29859.1,25,25,3902,3902,18340,18340,5393,5393,31853,31853,9295,9295,50193,50193,9453,9295,158,TRUE,VIIIA. LEYTE1Kananga,REGION VIII (EASTERN VISAYAS),LEYTE,KANANGA,083726000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,La Paz,35,2531,11895.7,3,3,34,34,160,160,2497,2497,13507,13507,2531,2531,13667,13667,4071,2531,1540,TRUE,VIIIA. LEYTE1La Paz,REGION VIII (EASTERN VISAYAS),LEYTE,LA PAZ,083728000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Leyte,30,4962,23321.4,5,5,103,103,526,526,2286,2286,12375,12375,2389,2389,12901,12901,9114,2389,6725,TRUE,VIIIA. LEYTE1Leyte,REGION VIII (EASTERN VISAYAS),LEYTE,LEYTE,083729000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Macarthur,31,2477,11641.9,25,25,68,68,332.8,333,2409,2409,13043.2,13043,2477,2477,13376,13376,3984,3741,243,TRUE,VIIIA. LEYTE1Macarthur,REGION VIII (EASTERN VISAYAS),LEYTE,MACARTHUR,083730000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Mahaplag,28,3519,16539.3,5,0,315,0,1481,0,735,735,4189,4189,1050,735,5670,4189,2910,250,2660,TRUE,VIIIA. LEYTE1Mahaplag,REGION VIII (EASTERN VISAYAS),LEYTE,MAHAPLAG,083731000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Matag-ob,21,2264,10640.8,2,2,25,25,118,118,2239,2239,12108,12108,2264,2264,12226,12226,3636,2264,1372,TRUE,VIIIA. LEYTE1Matag-ob,REGION VIII (EASTERN VISAYAS),LEYTE,MATAG-OB,083733000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Matalom,30,4114,19335.8,,,,,,,4114,4114,19336,19336,4114,4114,19336,19336,6616,4114,2502,TRUE,VIIIA. LEYTE1Matalom,REGION VIII (EASTERN VISAYAS),LEYTE,MATALOM,083734000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Mayorga,16,1944,9136.8,14,13,239,179,1110,827,1824,1884,10030,10313,2063,2063,11140,11140,3254,2063,1191,TRUE,VIIIA. LEYTE1Mayorga,REGION VIII (EASTERN VISAYAS),LEYTE,MAYORGA,083735000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Merida,22,3601,16924.7,,,,,,,2501,2501,13505,13505,2501,2501,13505,13505,3692,2501,1191,TRUE,VIIIA. LEYTE1Merida,REGION VIII (EASTERN VISAYAS),LEYTE,MERIDA,083736000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Palo,33,8350,39245,9,4,687,388,2973,1794,14229,14528,77573,78752,14916,14916,80546,80546,14916,13481,1435,TRUE,VIIIA. LEYTE1Palo,REGION VIII (EASTERN VISAYAS),LEYTE,PALO,083739000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Palompon,50,7165,33675.5,,,,,,,7165,7165,38691,38691,7165,7165,38691,38691,11524,7165,4359,TRUE,VIIIA. LEYTE1Palompon,REGION VIII (EASTERN VISAYAS),LEYTE,PALOMPON,083740000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Pastrana,29,2202,10349.4,5,0,895,0,4207,0,2460,2460,13910,13910,3355,2460,18117,13910,3653,3355,298,TRUE,VIIIA. LEYTE1Pastrana,REGION VIII (EASTERN VISAYAS),LEYTE,PASTRANA,083741000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,San Isidro,19,3777,17751.9,3,3,2960,2960,15984,15984,,,,,2960,2960,15984,15984,4963,2960,2003,TRUE,VIIIA. LEYTE1San Isidro,REGION VIII (EASTERN VISAYAS),LEYTE,SAN ISIDRO,083742000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,San Miguel,21,2323,10918.1,4,0,835,0,5010,0,1488,1488,7534,7534,2323,1488,12544,7534,3736,2323,1413,TRUE,VIIIA. LEYTE1San Miguel,REGION VIII (EASTERN VISAYAS),LEYTE,SAN MIGUEL,083743000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Santa Fe,20,2305,10833.5,,,,,,,2082,2082,11243,11243,2082,2082,11243,11243,2397,2082,315,TRUE,VIIIA. LEYTE1Santa Fe,REGION VIII (EASTERN VISAYAS),LEYTE,SANTA FE,083744000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Tabango,13,4224,19852.8,9,9,500,500,2350,2350,3724,3724,20460,20460,4224,4224,22810,22810,6794,4224,2570,TRUE,VIIIA. LEYTE1Tabango,REGION VIII (EASTERN VISAYAS),LEYTE,TABANGO,083745000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Tabon-tabon,16,1301,6114.7,2,2,60,60,300,300,1241,1241,6725,6725,1301,1301,7025,7025,2093,1301,792,TRUE,VIIIA. LEYTE1Tabon-tabon,REGION VIII (EASTERN VISAYAS),LEYTE,TABONTABON,083746000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Tanauan,54,6670,31349,,,,,,,10664,10664,57586,57586,10664,10664,57586,57586,10664,6670,3994,TRUE,VIIIA. LEYTE1Tanauan,REGION VIII (EASTERN VISAYAS),LEYTE,TANAUAN,083748000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Tolosa,15,2397,11265.9,29,29,869,869,4084,4084,1528,1528,8860,8860,2397,2397,12944,12944,3813,2397,1416,TRUE,VIIIA. LEYTE1Tolosa,REGION VIII (EASTERN VISAYAS),LEYTE,TOLOSA,083749000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Tunga,8,862,4051.4,,,,,,,1247,1247,6734,6734,1247,1247,6734,6734,1386,1247,139,TRUE,VIIIA. LEYTE1Tunga,REGION VIII (EASTERN VISAYAS),LEYTE,TUNGA,083750000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,Villaba,35,5136,24139.2,,,,,,,5136,5136,27734,27734,5136,5136,27734,27734,8259,5136,3123,TRUE,VIIIA. LEYTE1Villaba,REGION VIII (EASTERN VISAYAS),LEYTE,VILLABA,083751000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,B. Baybay City,92,6215,29210.5,,,,,,,6215,6215,29211,29211,6215,6215,29211,29211,21881,6215,15666,TRUE,VIIIA. LEYTE1B. Baybay City,REGION VIII (EASTERN VISAYAS),LEYTE,CITY OF BAYBAY,083708000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,C. Ormoc City,110,14132,66420.4,32,15,1115,943,5242.4,4432.1,13017,13017,46651,46651,14132,13960,51893.4,51083.1,40681,14132,26549,TRUE,VIIIA. LEYTE1C. Ormoc City,REGION VIII (EASTERN VISAYAS),LEYTE,ORMOC CITY,083738000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,A. LEYTE1,D. Tacloban City,138,55927,262856.9,48,22,15160,2660,84935,12636,40748,40748,191574,191574,55908,43408,276509,204210,58823,12270,46553,TRUE,VIIIA. LEYTE1D. Tacloban City,REGION VIII (EASTERN VISAYAS),LEYTE,TACLOBAN CITY (CAPITAL),083747000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Arteche,20,3743,17590,,,,,,,2246,2246,10556,10556,2246,2246,10556,10556,787,53,734,TRUE,VIIIE. EASTERN SAMAR1Arteche,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,ARTECHE,082601000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Balangiga,13,3148,14797,,,,,,,2719,2719,12507,12507,2719,2719,12507,12507,3289,2919,370,TRUE,VIIIE. EASTERN SAMAR1Balangiga,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,BALANGIGA,082602000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Balangkayan,15,2233,10493,,,,,,,584,584,2686,2686,584,584,2686,2686,1925,584,1341,TRUE,VIIIE. EASTERN SAMAR1Balangkayan,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,BALANGKAYAN,082603000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Can-avid,28,4883,22951,6,6,415,415,1951,1951,1991,1991,9357,9357,2406,2406,11308,11308,1612,46,1566,TRUE,VIIIE. EASTERN SAMAR1Can-avid,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,CAN-AVID,082605000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Dolores,46,9357,43978,,,,,,,5073,5073,23843,23843,5073,5073,23843,23843,296,150,146,TRUE,VIIIE. EASTERN SAMAR1Dolores,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,DOLORES,082606000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,General McArthur,30,3014,14168,,,,,,,1529,1529,7033,7033,1529,1529,7033,7033,3014,1529,1485,TRUE,VIIIE. EASTERN SAMAR1General McArthur,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,GENERAL MACARTHUR,082607000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Giporlos,18,3971,13966,2,2,173,173,813.1,813.1,2798,2798,12853.9,12854,2971,2971,13667,13667.1,3971,1000,2971,TRUE,VIIIE. EASTERN SAMAR1Giporlos,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,GIPORLOS,082608000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Guiuan,60,11609,54563,7,7,291,291,1368,1368,9717,9717,44669,44669,10008,10008,46037,46037,11609,10008,1601,TRUE,VIIIE. EASTERN SAMAR1Guiuan,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,GUIUAN,082609000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Hernani,13,1992,9361,,,,,,,1655,1655,7613,7613,1655,1655,7613,7613,1992,1655,337,TRUE,VIIIE. EASTERN SAMAR1Hernani,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,HERNANI,082610000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Jipapad,13,1826,8581,,,,,,,1230,1230,5784,5781,1230,1230,5784,5781,355,205,150,TRUE,VIIIE. EASTERN SAMAR1Jipapad,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,JIPAPAD,082611000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Lawaan,16,2866,13470,4,1,737,14,3464,66,2129,2115,9720,9654,2866,2129,13184,9720,2866,2866,0,TRUE,VIIIE. EASTERN SAMAR1Lawaan,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,LAWAAN,082612000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Llorente,33,4714,22157,,,,,,,1673,1673,7696,7696,1673,1673,7696,7696,4064,673,3391,TRUE,VIIIE. EASTERN SAMAR1Llorente,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,LLORENTE,082613000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Maslog,12,1180,5546,,,,,,,0,,0,,0,0,0,0,7,0,7,TRUE,VIIIE. EASTERN SAMAR1Maslog,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,MASLOG,082614000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Maydolong,20,3360,15792,1,1,419,419,1969,1969,1351,1351,6173,6173,1770,1770,8142,8142,2176,1770,406,TRUE,VIIIE. EASTERN SAMAR1Maydolong,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,MAYDOLONG,082615000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Mercedes,16,1325,6228,,,,,,,1142,1142,5253,5253,1142,1142,5253,5253,1325,183,1142,TRUE,VIIIE. EASTERN SAMAR1Mercedes,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,MERCEDES,082616000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Oras,42,8579,40322,5,5,225,225,1058,1058,4131,4131,19415,19415,4356,4356,20473,20473,0,,,TRUE,VIIIE. EASTERN SAMAR1Oras,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,ORAS,082617000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Quinapondan,25,3416,16056,1,0,50,0,235,0,1452,1452,6674,6674,1502,1452,6909,6674,3120,2538,582,TRUE,VIIIE. EASTERN SAMAR1Quinapondan,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,QUINAPONDAN,082618000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Salcedo,41,4929,23165,7,7,382,382,2017,2017,1057,1057,4602,4602,1439,1439,6619,6619,3905,2561,1344,TRUE,VIIIE. EASTERN SAMAR1Salcedo,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,SALCEDO,082619000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,San Julian,16,3393,15948,4,4,382,382,1795,1795,1617,1617,7600,7600,1999,1999,9395,9395,1487,284,1203,TRUE,VIIIE. EASTERN SAMAR1San Julian,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,SAN JULIAN,082620000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,San Policarpio,17,3415,16050,,,,,,,1801,1801,8465,8465,1801,1801,8465,8465,1102,148,954,TRUE,VIIIE. EASTERN SAMAR1San Policarpio,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,SAN POLICARPO,082621000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Sulat,18,3747,17613,,,,,,,1496,1496,7031,7031,1496,1496,7031,7031,2771,279,2492,TRUE,VIIIE. EASTERN SAMAR1Sulat,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,SULAT,082622000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Taft,24,4241,19932,1,1,80,80,480,480,1930,1930,8967,8967,2010,2010,9447,9447,2096,150,1946,TRUE,VIIIE. EASTERN SAMAR1Taft,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,TAFT,082623000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,E. EASTERN SAMAR1,Borongan City,61,15909,74770,1,1,19,19,89,89,4357,4357,20487,20487,4376,4376,20576,20576,7972,1024,6948,TRUE,VIIIE. EASTERN SAMAR1Borongan City,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,CITY OF BORONGAN (CAPITAL),082604000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,F. BILIRAN,Almeria,13,4071,19134,48,0,352,0,1578,0,3728,3728,18821,18821,4080,3728,20399,18821,1608,422,1186,TRUE,VIIIF. BILIRANAlmeria,REGION VIII (EASTERN VISAYAS),BILIRAN,ALMERIA,087801000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,F. BILIRAN,Biliran,11,3994,18772,23,0,352,0,1578,0,,,,,352,0,1578,0,3487,1261,2226,TRUE,VIIIF. BILIRANBiliran,REGION VIII (EASTERN VISAYAS),BILIRAN,BILIRAN,087802000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,F. BILIRAN,Cabucgayan,13,4843,22760,24,0,445,0,2368,0,0,0,0,0,445,0,2368,0,4075,1177,2898,TRUE,VIIIF. BILIRANCabucgayan,REGION VIII (EASTERN VISAYAS),BILIRAN,CABUCGAYAN,087803000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,F. BILIRAN,Caibiran,17,5300,24909,1,0,1117,0,6057,0,0,0,0,0,1117,0,6057,0,1465,426,1039,TRUE,VIIIF. BILIRANCaibiran,REGION VIII (EASTERN VISAYAS),BILIRAN,CAIBIRAN,087804000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,F. BILIRAN,Culaba,17,3024,14212,20,0,701,0,3295,0,,,,,701,0,3295,0,902,107,795,TRUE,VIIIF. BILIRANCulaba,REGION VIII (EASTERN VISAYAS),BILIRAN,CULABA,087805000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,F. BILIRAN,Kawayan,20,4995,23476,22,0,719,0,3650,0,0,0,0,0,719,0,3650,0,1476,222,1254,TRUE,VIIIF. BILIRANKawayan,REGION VIII (EASTERN VISAYAS),BILIRAN,KAWAYAN,087806000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,F. BILIRAN,Maripipi,15,1653,7771,44,0,330,0,1320,0,0,0,0,0,330,0,1320,0,788,62,726,TRUE,VIIIF. BILIRANMaripipi,REGION VIII (EASTERN VISAYAS),BILIRAN,MARIPIPI,087807000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,F. BILIRAN,Naval,26,12044,56607,1,0,346,0,1730,0,0,0,0,0,346,0,1730,0,6724,1767,4957,TRUE,VIIIF. BILIRANNaval,REGION VIII (EASTERN VISAYAS),BILIRAN,NAVAL (CAPITAL),087808000,Err:508
