SourceFile,DATE,TIME,REGION,PROVINCE,MUNICIPALITY,BRGYS,AFFECTED_FAM,AFFECTED_PERSONS,ECS_CUM,ECS_NOW,IDP_EC_FAM_CUM,IDP_EC_FAM_NOW,IDP_IN_EC_PERS_CUM,IDP_IN_EC_PERS_NOW,IDP_OUT_EC_FAM_CUM,IDP_OUT_EC_FAM_NOW,IDP_OUT_EC_PERS_CUM,IDP_OUT_EC_PERS_NOW,TOT_IDP_FAM_CUM,TOT_IDP_FAM_NOW,TOT_IDP_PERS_CUM,TOT_IDP_PERS_NOW,TOT_HOUSE_DAMAGED,HOUSE_TOTALLY_DAMAGED,HOUSE_PARTIALLY_DAMAGED,LATEST_INFO,CONCATENATE,REGION STD,PROVINCE STD,MUNICIPALITY STD,PCODE3,MapProvinceName
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Calbayog City,157,42643,200422,,,,,,,,,,,0,0,0,0,0,,,TRUE,VIIII. WESTERN SAMARCalbayog City,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),CALBAYOG CITY,086003000,Err:508
VIII Rpt# 131T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,VIII,I. WESTERN SAMAR,Catbalogan City,57,23278,109408,1,0,510,0,2550,0,,,,,510,0,2550,0,1160,33,1127,TRUE,VIIII. WESTERN SAMARCatbalogan City,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),CITY OF CATBALOGAN (CAPITAL),086005000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Alegria,1,32,160,2,0,32,0,160,0,,,,,32,0,160,0,4,2,2,TRUE,CARAGASURIGAO DEL NORTEAlegria,REGION XIII (CARAGA),SURIGAO DEL NORTE,ALEGRIA,166701000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Bacuag,1,74,372,1,0,74,0,372,0,,,,,74,0,372,0,45,1,44,TRUE,CARAGASURIGAO DEL NORTEBacuag,REGION XIII (CARAGA),SURIGAO DEL NORTE,BACUAG,166702000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Burgos,4,101,496,4,0,101,0,496,0,,,,,101,0,496,0,68,2,66,TRUE,CARAGASURIGAO DEL NORTEBurgos,REGION XIII (CARAGA),SURIGAO DEL NORTE,BURGOS,166704000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Claver,5,266,1278,5,0,266,0,1278,0,,,,,266,0,1278,0,0,,,TRUE,CARAGASURIGAO DEL NORTEClaver,REGION XIII (CARAGA),SURIGAO DEL NORTE,CLAVER,166706000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Dapa,1,82,410,1,0,24,0,130,0,58,,280,,82,0,410,0,82,7,75,TRUE,CARAGASURIGAO DEL NORTEDapa,REGION XIII (CARAGA),SURIGAO DEL NORTE,DAPA,166707000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Del Carmen,6,576,2880,19,0,294,0,1342,0,282,,1538,,576,0,2880,0,1105,27,1078,TRUE,CARAGASURIGAO DEL NORTEDel Carmen,REGION XIII (CARAGA),SURIGAO DEL NORTE,DEL CARMEN,166708000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Gen. Luna,1,54,280,2,0,54,0,280,0,,,,,54,0,280,0,0,,,TRUE,CARAGASURIGAO DEL NORTEGen. Luna,REGION XIII (CARAGA),SURIGAO DEL NORTE,GENERAL LUNA,166710000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Gigaquit,5,333,1541,9,0,333,0,1541,0,0,0,0,0,333,0,1541,0,0,0,0,TRUE,CARAGASURIGAO DEL NORTEGigaquit,REGION XIII (CARAGA),SURIGAO DEL NORTE,GIGAQUIT,166711000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Mainit,6,543,2229,15,0,543,0,2229,0,,,,,543,0,2229,0,0,,,TRUE,CARAGASURIGAO DEL NORTEMainit,REGION XIII (CARAGA),SURIGAO DEL NORTE,MAINIT,166714000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Malimono,4,211,851,3,0,211,0,851,0,,,,,211,0,851,0,98,,98,TRUE,CARAGASURIGAO DEL NORTEMalimono,REGION XIII (CARAGA),SURIGAO DEL NORTE,MALIMONO,166715000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Pilar,7,856,4280,7,0,360,0,1824,0,496,,2456,,856,0,4280,0,899,10,889,TRUE,CARAGASURIGAO DEL NORTEPilar,REGION XIII (CARAGA),SURIGAO DEL NORTE,PILAR,166716000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Placer,4,313,1568,5,0,313,0,1568,0,,,,,313,0,1568,0,21,,21,TRUE,CARAGASURIGAO DEL NORTEPlacer,REGION XIII (CARAGA),SURIGAO DEL NORTE,PLACER,166717000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,San Benito,3,245,1225,,,,,,,245,,1225,,245,0,1225,0,360,3,357,TRUE,CARAGASURIGAO DEL NORTESan Benito,REGION XIII (CARAGA),SURIGAO DEL NORTE,SAN BENITO,166718000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,San Francisco,1,62,310,1,0,62,0,310,0,,,,,62,0,310,0,,,,TRUE,CARAGASURIGAO DEL NORTESan Francisco,REGION XIII (CARAGA),SURIGAO DEL NORTE,SAN FRANCISCO (ANAO-AON),166719000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,San Isidro,1,64,320,3,0,64,0,320,0,,,,,64,0,320,0,0,,,TRUE,CARAGASURIGAO DEL NORTESan Isidro,REGION XIII (CARAGA),SURIGAO DEL NORTE,SAN ISIDRO,166720000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Sison,8,156,703,5,0,156,0,703,0,,,,,156,0,703,0,71,4,67,TRUE,CARAGASURIGAO DEL NORTESison,REGION XIII (CARAGA),SURIGAO DEL NORTE,SISON,166722000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Socorro,6,289,1397,9,0,289,0,1397,0,,,,,289,0,1397,0,5,,5,TRUE,CARAGASURIGAO DEL NORTESocorro,REGION XIII (CARAGA),SURIGAO DEL NORTE,SOCORRO,166723000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Tagana-an,1,344,1558,5,0,344,0,1558,0,,,,,344,0,1558,0,0,,,TRUE,CARAGASURIGAO DEL NORTETagana-an,REGION XIII (CARAGA),SURIGAO DEL NORTE,TAGANA-AN,166725000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Tubod,7,381,1865,12,0,381,0,1865,0,,,,,381,0,1865,0,0,,,TRUE,CARAGASURIGAO DEL NORTETubod,REGION XIII (CARAGA),SURIGAO DEL NORTE,TUBOD,166727000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL NORTE,Surigao City,9,377,1922,9,0,377,0,1922,0,,,,,377,0,1922,0,14,2,12,TRUE,CARAGASURIGAO DEL NORTESurigao City,REGION XIII (CARAGA),SURIGAO DEL NORTE,SURIGAO CITY (CAPITAL),166724000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL SUR,Barobo,4,57,285,1,0,57,0,285,0,,,,,57,0,285,0,0,,,TRUE,CARAGASURIGAO DEL SURBarobo,REGION XIII (CARAGA),SURIGAO DEL SUR,BAROBO,166801000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL SUR,Cagwait,3,212,1060,4,0,212,0,1060,0,,,,,212,0,1060,0,0,,,TRUE,CARAGASURIGAO DEL SURCagwait,REGION XIII (CARAGA),SURIGAO DEL SUR,CAGWAIT,166804000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL SUR,Carmen,1,5,12,1,0,5,0,12,0,,,,,5,0,12,0,0,,,TRUE,CARAGASURIGAO DEL SURCarmen,REGION XIII (CARAGA),SURIGAO DEL SUR,CARMEN,166806000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL SUR,Carrascal,2,47,202,2,0,47,0,202,0,,,,,47,0,202,0,0,,,TRUE,CARAGASURIGAO DEL SURCarrascal,REGION XIII (CARAGA),SURIGAO DEL SUR,CARRASCAL,166807000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL SUR,Cortes,1,20,100,1,0,20,0,100,0,,,,,20,0,100,0,0,,,TRUE,CARAGASURIGAO DEL SURCortes,REGION XIII (CARAGA),SURIGAO DEL SUR,CORTES,166808000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL SUR,Hinatuan,3,132,524,3,0,132,0,524,0,,,,,132,0,524,0,0,,,TRUE,CARAGASURIGAO DEL SURHinatuan,REGION XIII (CARAGA),SURIGAO DEL SUR,HINATUAN,166809000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL SUR,Lanuza,1,72,306,1,0,72,0,306,0,,,,,72,0,306,0,0,,,TRUE,CARAGASURIGAO DEL SURLanuza,REGION XIII (CARAGA),SURIGAO DEL SUR,LANUZA,166810000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL SUR,Lianga,4,100,500,1,0,100,0,500,0,,,,,100,0,500,0,0,,,TRUE,CARAGASURIGAO DEL SURLianga,REGION XIII (CARAGA),SURIGAO DEL SUR,LIANGA,166811000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL SUR,Lingig,1,764,2777,3,0,764,0,2777,0,,,,,764,0,2777,0,123,44,79,TRUE,CARAGASURIGAO DEL SURLingig,REGION XIII (CARAGA),SURIGAO DEL SUR,LINGIG,166812000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL SUR,Marihatag,7,496,2699,11,0,471,0,2591,0,25,,108,,496,0,2699,0,0,,,TRUE,CARAGASURIGAO DEL SURMarihatag,REGION XIII (CARAGA),SURIGAO DEL SUR,MARIHATAG,166814000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL SUR,Bislig City,7,596,2367,15,0,596,0,2367,0,,,,,596,0,2367,0,0,,,TRUE,CARAGASURIGAO DEL SURBislig City,REGION XIII (CARAGA),SURIGAO DEL SUR,CITY OF BISLIG,166803000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,SURIGAO DEL SUR,Tandag City,7,1124,5425,4,0,1124,0,5425,0,,,,,1124,0,5425,0,0,,,TRUE,CARAGASURIGAO DEL SURTandag City,REGION XIII (CARAGA),SURIGAO DEL SUR,CITY OF TANDAG (CAPITAL),166819000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,DINAGAT ISLANDs,Cagdianao,8,272,1360,11,0,272,0,1360,0,,,,,272,0,1360,0,37,12,25,TRUE,CARAGADINAGAT ISLANDsCagdianao,REGION XIII (CARAGA),DINAGAT ISLANDS,CAGDIANAO,168502000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,DINAGAT ISLANDs,Basilisa (Rizal),12,534,2670,14,0,346,0,1105,0,188,0,1565,0,534,0,2670,0,358,27,331,TRUE,CARAGADINAGAT ISLANDsBasilisa (Rizal),REGION XIII (CARAGA),DINAGAT ISLANDS,BASILISA (RIZAL),168501000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,DINAGAT ISLANDs,Libjo (Albor),1,305,1525,3,0,218,0,702,0,87,,823,,305,0,1525,0,290,,290,TRUE,CARAGADINAGAT ISLANDsLibjo (Albor),REGION XIII (CARAGA),DINAGAT ISLANDS,LIBJO (ALBOR),168504000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,DINAGAT ISLANDs,Loreto,2,1858,8920,5,2,74,4,372,22,1045,,4999,,1119,4,5371,22,1119,245,874,TRUE,CARAGADINAGAT ISLANDsLoreto,REGION XIII (CARAGA),DINAGAT ISLANDS,LORETO,168505000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,DINAGAT ISLANDs,Dinagat,10,518,2590,11,0,163,0,815,0,355,,1775,,518,0,2590,0,512,,512,TRUE,CARAGADINAGAT ISLANDsDinagat,REGION XIII (CARAGA),DINAGAT ISLANDS,DINAGAT,168503000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,DINAGAT ISLANDs,San Jose,12,529,2645,2,0,79,0,520,0,450,,2125,,529,0,2645,0,1031,59,972,TRUE,CARAGADINAGAT ISLANDsSan Jose,REGION XIII (CARAGA),DINAGAT ISLANDS,SAN JOSE (CAPITAL),168506000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,01/06/2014,01/13/14 06:00 AM,CARAGA,DINAGAT ISLANDs,Tubajon,3,939,4695,3,0,45,0,152,0,894,,4543,,939,0,4695,0,420,19,401,TRUE,CARAGADINAGAT ISLANDsTubajon,REGION XIII (CARAGA),DINAGAT ISLANDS,TUBAJON,168507000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,06/01/2014,13/01/2014 06:00,CARAGA,AGUSAN DEL NORTE,Buenavista,10,178,697,3,0,158,0,608,0,20,,89,,178,0,697,0,0,,,TRUE,CARAGAAGUSAN DEL NORTEBuenavista,REGION XIII (CARAGA),AGUSAN DEL NORTE,BUENAVISTA,160201000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,06/01/2014,13/01/2014 06:00,CARAGA,AGUSAN DEL NORTE,Jabonga,3,321,1315,12,0,321,0,1315,0,,,,,321,0,1315,0,0,,,TRUE,CARAGAAGUSAN DEL NORTEJabonga,REGION XIII (CARAGA),AGUSAN DEL NORTE,JABONGA,160205000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,06/01/2014,13/01/2014 06:00,CARAGA,AGUSAN DEL NORTE,Las Nieves,2,5,25,2,0,5,0,25,0,,,,,5,0,25,0,0,,,TRUE,CARAGAAGUSAN DEL NORTELas Nieves,REGION XIII (CARAGA),AGUSAN DEL NORTE,LAS NIEVES,160207000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,06/01/2014,13/01/2014 06:00,CARAGA,AGUSAN DEL NORTE,RTR,1,34,138,1,0,34,0,138,0,,,,,34,0,138,0,0,,,TRUE,CARAGAAGUSAN DEL NORTERTR,REGION XIII (CARAGA),AGUSAN DEL NORTE,REMEDIOS T. ROMUALDEZ,160212000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,06/01/2014,13/01/2014 06:00,CARAGA,AGUSAN DEL NORTE,Santiago,4,34,186,1,0,34,0,186,0,,,,,34,0,186,0,0,,,TRUE,CARAGAAGUSAN DEL NORTESantiago,REGION XIII (CARAGA),AGUSAN DEL NORTE,SANTIAGO,160210000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,06/01/2014,13/01/2014 06:00,CARAGA,AGUSAN DEL NORTE,Butuan City,5,123,549,3,0,123,0,549,0,,,,,123,0,549,0,0,,,TRUE,CARAGAAGUSAN DEL NORTEButuan City,REGION XIII (CARAGA),AGUSAN DEL NORTE,BUTUAN CITY (CAPITAL),160202000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,06/01/2014,13/01/2014 06:00,CARAGA,AGUSAN DEL NORTE,Cabadbaran City,2,123,529,3,0,123,0,529,0,,,,,123,0,529,0,0,,,TRUE,CARAGAAGUSAN DEL NORTECabadbaran City,REGION XIII (CARAGA),AGUSAN DEL NORTE,CABADBARAN CITY,160203000,Err:508
caraga Rpt# 131 T.Yolanda 11.6.13 @01.06.14 6am NDRRMC.xls,06/01/2014,13/01/2014 06:00,CARAGA,AGUSAN DEL SUR,San Francisco,8,42,210,2,0,33,0,162,0,9,,48,,42,0,210,0,42,2,40,TRUE,CARAGAAGUSAN DEL SURSan Francisco,REGION XIII (CARAGA),AGUSAN DEL SUR,SAN FRANCISCO,160308000,Err:508
